,tconst,averageRating,numVotes
1197815,tt8171548,5.4,218
1197820,tt8171974,5.9,1116
1197827,tt8172102,5.9,22
1197835,tt8172164,4.8,21
1197856,tt8173652,8.6,7
1197857,tt8173728,7.5,2983
1197869,tt8174110,6.0,6
1197883,tt8174250,8.2,7
1197900,tt8174450,5.4,402
1197903,tt8174546,5.3,6
1197908,tt8174628,5.6,601
1197936,tt8175004,5.5,108
1197961,tt8175920,4.0,113
1197968,tt8176040,5.2,5711
1197971,tt8176054,8.7,16004
1197985,tt8176312,2.5,283
1197989,tt8176462,3.2,74
1197992,tt8176578,6.6,7495
1198012,tt8177246,6.0,27
1198016,tt8177524,6.6,36
1198018,tt8177638,5.1,116
1198047,tt8178486,5.9,14651
1198077,tt8178992,4.2,1364
1198078,tt8179024,5.3,6742
1198084,tt8179214,8.7,7
1198085,tt8179218,5.5,584
1198098,tt8179388,5.2,24187
1198107,tt8179470,6.3,4338
1198110,tt8179740,5.1,18
1198112,tt8179944,3.5,370
1198128,tt8180482,6.8,2157
1198138,tt8180932,6.3,8
1198147,tt8181336,5.8,34
1198161,tt8182004,4.4,50
1198188,tt8183346,2.5,9
1198198,tt8183570,4.5,164
1198201,tt8183640,6.7,20
1198230,tt8184066,7.4,9
1198232,tt8184104,4.3,26
1198250,tt8184296,7.2,13
1198267,tt8184568,5.4,136
1198277,tt8184766,6.5,1125
1198309,tt8185094,7.7,725
1198313,tt8185182,7.1,8208
1198325,tt8185374,6.0,210
1198330,tt8185442,5.3,69
1198335,tt8185584,6.0,55
1198342,tt8186318,6.6,4970
1198346,tt8186932,5.7,1651
1198370,tt8187502,4.6,26
1198385,tt8187840,5.9,89
1198386,tt8187842,5.2,724
1198388,tt8187918,4.6,686
1198401,tt8188426,5.7,24
1198432,tt8188592,8.4,17
1198433,tt8188610,6.1,2819
1198445,tt8188872,7.5,4124
1198498,tt8190748,6.0,258
1198499,tt8190820,4.0,68
1198503,tt8190860,4.3,305
1198519,tt8191502,7.4,2502
1198549,tt8191620,4.9,1627
1198567,tt8191742,9.0,13
1198570,tt8191850,5.0,141
1198573,tt8191944,6.9,54
1198577,tt8192070,6.4,6
1198581,tt8192134,3.8,240
1198585,tt8192212,8.4,7
1198628,tt8193396,5.6,38
1198651,tt8193626,6.5,200
1198660,tt8193744,3.9,62
1198663,tt8193790,6.7,9491
1198677,tt8193978,2.4,44
1198679,tt8194038,7.1,70
1198682,tt8194186,6.3,96
1198707,tt8195434,6.8,7
1198709,tt8195518,5.2,12886
1198724,tt8196026,5.7,1099
1198726,tt8196068,5.2,1990
1198755,tt8196692,4.2,4798
1198767,tt8197058,4.9,59
1198772,tt8197330,6.5,8
1198773,tt8197340,6.5,19
1198775,tt8197418,3.6,140
1198788,tt8197644,5.5,266
1198806,tt8197998,6.7,4204
1198867,tt8198998,7.1,79
1198885,tt8200456,5.9,1398
1198894,tt8200742,5.1,3664
1198898,tt8200864,7.4,38
1198918,tt8201170,5.8,39178
1198923,tt8201404,6.4,3728
1198952,tt8201804,6.6,106
1198966,tt8201852,5.4,21099
1198969,tt8201900,8.0,14
1198979,tt8202076,6.5,465
1198993,tt8202262,6.7,734
1199006,tt8202612,5.7,7439
1199015,tt8202692,5.9,70
1199017,tt8202710,5.2,30
1199074,tt8204310,7.7,16
1199108,tt8204892,5.3,27
1199119,tt8205028,6.2,1625
1199143,tt8205248,5.2,14
1199165,tt8205656,6.5,938
1199198,tt8206344,7.2,50
1199220,tt8206646,3.7,45
1199222,tt8206668,7.1,40191
1199223,tt8206708,6.8,1255
1199228,tt8206880,6.4,107
1199229,tt8206940,3.3,55
1199318,tt8207768,6.8,648
1199347,tt8208098,6.5,1033
1199362,tt8209326,7.7,30
1199369,tt8209632,5.1,34
1199372,tt8209760,7.6,20
1199406,tt8210516,3.7,605
1199412,tt8210754,3.0,13
1199442,tt8211214,5.1,738
1199446,tt8211258,5.8,1159
1199501,tt8211980,7.3,129
1199502,tt8211996,3.6,63
1199510,tt8212142,7.2,19
1199536,tt8212614,5.9,567
1199544,tt8212958,6.7,3233
1199566,tt8214204,5.6,310
1199582,tt8214936,7.2,185
1199584,tt8214962,6.6,72
1199618,tt8215480,5.4,2889
1199626,tt8215806,7.0,15
1199643,tt8216024,7.2,235
1199650,tt8216094,5.5,63
1199667,tt8216656,5.9,88
1199744,tt8217188,6.8,554
1199764,tt8217244,8.8,464
1199786,tt8218662,4.8,816
1199836,tt8219526,6.0,158
1199854,tt8220150,6.5,12
1199873,tt8220326,4.5,622
1199876,tt8220332,4.3,581
1199880,tt8220356,6.5,56
1199894,tt8220706,7.9,633
1199905,tt8221676,6.8,526
1199908,tt8221738,6.9,408
1199909,tt8221842,6.8,623
1199920,tt8222342,5.9,693
1199922,tt8222346,4.8,265
1199924,tt8222408,6.1,1539
1199949,tt8223170,6.1,26
1199963,tt8223386,8.4,8
1199975,tt8223770,6.0,82
1199982,tt8223844,6.6,2738
1200013,tt8224696,4.1,23
1200058,tt8226340,7.4,17
1200082,tt8226802,5.8,93
1200093,tt8226892,6.1,1093
1200094,tt8226904,6.2,126
1200122,tt8227484,6.8,12
1200169,tt8228172,5.3,5045
1200174,tt8228262,6.1,11
1200175,tt8228270,5.6,7
1200179,tt8228288,7.0,218072
1200180,tt8228290,3.6,432
1200196,tt8228538,6.5,1593
1200211,tt8228588,6.7,31
1200214,tt8228700,5.3,217
1200223,tt8228884,3.1,385
1200227,tt8228906,6.2,405
1200237,tt8230080,5.1,176
1200255,tt8230872,6.9,765
1200283,tt8231202,5.6,491
1200293,tt8231242,5.4,138
1200318,tt8231548,4.0,7
1200326,tt8231668,5.6,12254
1200349,tt8232528,4.6,24
1200355,tt8232648,7.5,128
1200362,tt8232756,6.2,267
1200371,tt8233184,5.5,151
1200373,tt8233368,7.4,813
1200379,tt8233874,6.4,10305
1200391,tt8234866,5.9,171
1200394,tt8234892,5.2,961
1200401,tt8235050,5.9,172
1200416,tt8235296,1.7,2451
1200428,tt8235966,2.3,478
1200434,tt8236214,3.7,668
1200438,tt8236336,7.2,43237
1200439,tt8236366,4.8,2316
1200448,tt8236566,2.3,206
1200450,tt8236588,5.0,714
1200458,tt8236848,3.3,162
1200462,tt8236946,6.7,21
1200463,tt8237152,6.2,35
1200465,tt8237172,6.1,5027
1200467,tt8237236,7.1,12
1200469,tt8237272,5.9,1848
1200476,tt8237340,2.4,368
1200519,tt8237888,6.6,89
1200577,tt8239736,4.3,1382
1200583,tt8239806,6.0,1297
1200590,tt8239946,8.2,45074
1200597,tt8240242,6.0,123
1200599,tt8240250,5.8,1430
1200623,tt8241000,5.4,2685
1200628,tt8241138,6.5,228
1200676,tt8241872,6.8,2208
1200677,tt8241876,7.1,5220
1200689,tt8242084,6.3,30707
1200696,tt8242160,5.9,3297
1200735,tt8243160,5.3,604
1200736,tt8243286,5.8,271
1200753,tt8244550,6.8,7
1200758,tt8244674,8.8,298
1200763,tt8244784,6.5,112259
1200786,tt8245404,5.2,164
1200800,tt8245498,2.4,106
1200802,tt8245526,5.7,106
1200832,tt8245904,2.7,74
1200834,tt8245936,7.3,20
1200867,tt8246392,5.6,2818
1200890,tt8246980,6.4,689
1200892,tt8247470,7.0,1911
1200894,tt8247902,4.8,121
1200923,tt8248820,5.9,66
1200954,tt8249374,4.4,22
1200955,tt8249404,5.1,90
1201007,tt8250522,9.4,5
1201041,tt8251234,6.6,306
1201043,tt8251336,6.2,147
1201061,tt8252544,8.0,27
1201099,tt8253030,5.8,12
1201156,tt8253606,3.9,438
1201175,tt8254080,5.5,293
1201199,tt8254556,7.1,14525
1201214,tt8255452,5.5,513
1201216,tt8255490,5.1,966
1201219,tt8255890,5.3,810
1201226,tt8256306,7.3,43
1201230,tt8256610,6.0,9
1201263,tt8257624,4.0,464
1201275,tt8257900,5.5,219
1201291,tt8258296,8.1,49
1201294,tt8258474,4.5,255
1201297,tt8258510,5.9,749
1201304,tt8258622,5.6,56
1201321,tt8259054,5.6,23
1201326,tt8259148,4.1,31
1201374,tt8259916,5.4,944
1201389,tt8260226,7.0,1929
1201391,tt8260234,6.8,17
1201448,tt8260948,7.6,693
1201473,tt8262042,6.9,88
1201484,tt8262226,4.1,334
1201506,tt8262666,8.5,10
1201507,tt8262686,5.6,118
1201520,tt8262802,5.7,10158
1201528,tt8262978,7.1,12
1201570,tt8263936,6.7,4180
1201602,tt8264546,7.1,1111
1201637,tt8265928,6.9,4843
1201646,tt8266010,6.7,191
1201659,tt8266310,6.9,25171
1201662,tt8266452,6.3,874
1201691,tt8266700,4.8,9
1201733,tt8267532,8.2,6
1201736,tt8267604,8.4,88016
1201747,tt8268096,3.3,22
1201752,tt8268302,7.1,77
1201766,tt8268916,3.3,593
1201773,tt8269096,8.5,17
1201776,tt8269120,5.3,3718
1201782,tt8269174,3.8,37
1201790,tt8269204,5.3,176
1201797,tt8269248,7.0,11825
1201810,tt8269378,6.8,268
1201822,tt8269552,7.1,3957
1201823,tt8269566,5.4,1190
1201826,tt8269586,4.9,19
1201831,tt8269856,6.0,190
1201924,tt8272282,5.4,10
1201932,tt8272332,5.7,116
1201936,tt8272406,6.1,74
1201942,tt8272852,3.8,112
1201946,tt8273104,6.0,1554
1201950,tt8273158,2.6,19
1201957,tt8273468,6.5,167
1201972,tt8274146,7.1,1119
1202016,tt8276106,4.9,119
1202043,tt8276896,5.2,310
1202044,tt8276936,7.2,33
1202089,tt8278572,4.5,75
1202103,tt8278754,5.6,204
1202142,tt8281084,9.0,56
1202152,tt8281176,9.0,12
1202154,tt8281226,6.7,17
1202194,tt8282042,6.6,4370
1202196,tt8282116,5.4,22
1202228,tt8282830,7.0,1535
1202265,tt8284860,5.0,3712
1202281,tt8285496,4.9,35
1202307,tt8286042,8.9,34
1202311,tt8286090,5.8,335
1202319,tt8286178,8.9,13
1202348,tt8286508,7.4,14
1202366,tt8286670,5.2,75
1202377,tt8286894,6.8,2908
1202378,tt8286926,7.7,4509
1202411,tt8287232,6.2,458
1202419,tt8287434,4.0,88
1202424,tt8287690,6.8,1277
1202430,tt8288384,6.0,374
1202441,tt8288450,6.6,1291
1202453,tt8288836,6.3,1400
1202465,tt8289192,4.6,26
1202480,tt8289504,6.3,20
1202500,tt8289960,8.1,9
1202504,tt8289986,6.8,50
1202512,tt8290068,5.7,270
1202555,tt8290698,7.3,5220
1202583,tt8291022,6.2,43
1202585,tt8291224,8.2,62478
1202586,tt8291232,6.9,49
1202602,tt8291634,4.9,124
1202606,tt8291806,7.5,57993
1202609,tt8291886,4.7,435
1202648,tt8292804,4.8,134
1202700,tt8294444,4.7,16
1202718,tt8294696,6.4,111
1202733,tt8295224,6.6,10
1202747,tt8295442,7.7,9
1202749,tt8295468,6.4,53
1202808,tt8296660,5.3,1275
1202810,tt8296892,8.1,55
1202831,tt8297300,5.6,1031
1202882,tt8299306,5.5,73
1202923,tt8299768,6.4,10522
1202925,tt8299800,4.7,308
1202926,tt8299862,8.0,53
1202928,tt8299896,5.3,193
1202940,tt8300036,6.4,252
1202954,tt8300462,5.2,242
1202989,tt8301540,6.7,80
1203023,tt8302382,7.0,6852
1203047,tt8302882,5.6,15
1203050,tt8302928,6.8,26
1203053,tt8302982,5.3,296
1203073,tt8303588,7.3,696
1203074,tt8303612,6.2,1004
1203078,tt8304276,5.9,1423
1203080,tt8304386,4.3,2499
1203128,tt8305390,6.6,8
1203141,tt8305692,3.9,1163
1203146,tt8305806,5.8,16664
1203147,tt8305852,6.3,4275
1203161,tt8306022,5.8,159
1203168,tt8306146,5.9,117
1203182,tt8306326,6.8,162
1203225,tt8307082,7.0,4807
1203237,tt8307814,6.5,485
1203248,tt8307876,4.1,29
1203268,tt8308072,6.8,181
1203269,tt8308174,6.5,431
1203272,tt8308330,6.4,129
1203275,tt8308496,6.0,484
1203284,tt8309068,7.8,34
1203285,tt8309088,8.5,24
1203308,tt8310062,3.2,27
1203310,tt8310106,4.4,117
1203336,tt8310474,6.1,14606
1203337,tt8310476,5.9,625
1203344,tt8310674,8.2,30
1203347,tt8310710,4.4,128
1203358,tt8310924,6.2,1072
1203360,tt8310986,7.4,18
1203392,tt8311792,5.5,975
1203393,tt8311958,6.2,2057
1203427,tt8312428,5.1,265
1203501,tt8313738,6.3,36
1203511,tt8314254,6.2,179
1203547,tt8315128,6.7,1078
1203554,tt8315302,4.4,363
1203564,tt8315704,5.3,129
1203595,tt8316026,8.1,80
1203599,tt8316074,7.3,211
1203600,tt8316092,2.7,7
1203618,tt8316568,4.8,841
1203657,tt8318284,3.1,972
1203658,tt8318348,5.1,305
1203676,tt8318702,3.7,1886
1203685,tt8319290,3.7,154
1203703,tt8319694,3.9,147
1203704,tt8319778,6.0,377
1203740,tt8320378,6.6,548
1203742,tt8320394,5.9,67
1203744,tt8320406,5.2,285
1203754,tt8320654,5.1,87
1203779,tt8322502,5.1,334
1203784,tt8322680,5.8,44
1203806,tt8322828,6.0,534
1203817,tt8323104,5.7,4896
1203822,tt8323120,6.5,6770
1203838,tt8323390,7.8,7
1203857,tt8323778,6.1,116
1203903,tt8324462,4.6,937
1203911,tt8324576,6.1,496
1203914,tt8324754,8.4,41
1203953,tt8325424,6.5,19
1203954,tt8325442,6.7,2782
1203958,tt8325786,2.1,143
1203960,tt8325880,5.3,369
1203966,tt8326250,4.8,135
1203969,tt8326624,6.8,1170
1203972,tt8326824,6.0,3782
1203987,tt8327492,6.7,661
1203989,tt8327630,3.5,681
1204049,tt8328612,7.4,275
1204074,tt8328716,3.7,9448
1204079,tt8328740,7.0,1917
1204088,tt8329148,6.6,1891
1204092,tt8329290,5.5,6403
1204105,tt8329428,4.4,47
1204111,tt8329540,5.9,9
1204114,tt8329618,5.9,431
1204151,tt8330720,7.7,665
1204169,tt8331668,4.2,29
1204191,tt8331988,7.0,1823
1204195,tt8332094,3.9,24
1204205,tt8332364,7.1,37
1204213,tt8332454,5.2,6113
1204227,tt8332666,4.8,2727
1204230,tt8332742,5.9,28
1204240,tt8332802,4.9,3759
1204241,tt8332808,4.2,2366
1204257,tt8332922,7.2,220558
1204260,tt8333052,4.7,80
1204281,tt8333418,3.0,271
1204302,tt8333746,6.2,12890
1204306,tt8333790,2.8,141
1204321,tt8333978,7.2,8451
1204330,tt8334056,6.4,67
1204338,tt8334236,3.6,194
1204339,tt8334302,5.4,26
1204341,tt8334324,5.0,11
1204355,tt8334452,3.2,151
1204377,tt8335482,5.3,1316
1204378,tt8335576,6.2,96
1204382,tt8336022,6.7,16
1204415,tt8337158,5.9,6308
1204425,tt8337320,6.7,3622
1204462,tt8337620,3.5,34
1204469,tt8337916,4.6,35
1204482,tt8338076,6.2,2125
1204483,tt8338100,4.1,256
1204489,tt8338494,6.3,17
1204497,tt8338762,6.3,14191
1204505,tt8338930,4.4,307
1204541,tt8339704,4.6,1855
1204605,tt8342232,4.8,135
1204642,tt8342680,6.1,5051
1204687,tt8343294,2.8,112
1204691,tt8343476,6.5,18
1204708,tt8343642,7.5,920
1204724,tt8343886,6.6,1285
1204756,tt8345300,5.9,8982
1204780,tt8346438,7.0,197
1204782,tt8346454,5.6,111
1204797,tt8346906,2.5,254
1204848,tt8348022,4.3,4382
1204867,tt8348286,3.9,83
1204913,tt8350100,7.8,12
1204917,tt8350360,5.9,74917
1204951,tt8351356,8.0,62
1204958,tt8351452,4.8,343
1204984,tt8351646,5.9,1369
1204993,tt8351882,5.5,1990
1205015,tt8353466,4.7,312
1205023,tt8353934,2.7,372
1205025,tt8354006,5.6,722
1205030,tt8354140,3.0,72
1205036,tt8354306,4.3,540
1205040,tt8354344,4.3,1885
1205050,tt8354582,4.5,1394
1205062,tt8354726,5.5,227
1205063,tt8354752,5.7,1232
1205073,tt8355036,4.9,139
1205086,tt8355352,8.8,11
1205105,tt8355636,6.7,236
1205135,tt8356008,7.1,356
1205140,tt8356178,6.7,580
1205165,tt8356394,6.2,447
1205173,tt8356596,8.1,18
1205175,tt8356674,5.7,44
1205176,tt8356684,6.6,65
1205187,tt8357334,4.9,32
1205188,tt8357336,4.0,176
1205208,tt8358220,5.3,3874
1205244,tt8358682,2.9,490
1205287,tt8359620,2.0,59
1205315,tt8359816,7.6,22476
1205317,tt8359822,6.6,4163
1205319,tt8359840,6.3,2111
1205320,tt8359842,7.0,4968
1205322,tt8359848,6.9,67711
1205333,tt8360158,6.6,67
1205335,tt8360266,6.8,1084
1205355,tt8360894,7.8,7
1205358,tt8361028,5.9,31972
1205365,tt8361196,3.2,3399
1205381,tt8361898,7.1,19
1205391,tt8362228,6.3,1117
1205399,tt8362502,6.3,20
1205411,tt8362736,5.9,1579
1205429,tt8362964,6.0,2682
1205485,tt8363508,7.0,69
1205486,tt8363664,7.8,12
1205498,tt8363908,1.7,181
1205500,tt8363916,4.9,81
1205506,tt8364092,3.8,24
1205512,tt8364128,7.7,90
1205513,tt8364132,7.8,1572
1205514,tt8364138,6.5,2487
1205524,tt8364356,8.0,1333
1205525,tt8364368,6.1,84010
1205526,tt8364418,7.1,2493
1205529,tt8364508,6.5,15
1205535,tt8364590,3.7,139
1205548,tt8364728,5.1,524
1205557,tt8365002,5.0,223
1205605,tt8365306,4.9,86
1205611,tt8365390,7.5,100
1205614,tt8365398,6.4,1016
1205617,tt8365426,3.0,474
1205619,tt8365432,3.5,341
1205635,tt8365818,4.2,15
1205663,tt8366502,4.4,3686
1205666,tt8366590,2.1,12626
1205671,tt8366766,5.4,303
1205675,tt8367050,7.4,43
1205679,tt8367080,6.3,1084
1205680,tt8367084,6.0,1922
1205688,tt8367140,8.0,10
1205692,tt8367184,5.5,2466
1205705,tt8367566,7.4,7
1205713,tt8367814,7.8,330241
1205714,tt8367846,5.0,82
1205716,tt8367896,7.7,13
1205735,tt8368032,7.1,1798
1205749,tt8368294,4.9,2136
1205753,tt8368394,6.0,1890
1205754,tt8368406,5.8,58257
1205755,tt8368408,6.0,43650
1205756,tt8368512,7.1,59309
1205776,tt8369688,9.4,5
1205815,tt8370274,3.8,3221
1205843,tt8371204,5.9,147
1205846,tt8371236,5.3,892
1205847,tt8371238,6.9,37
1205861,tt8372094,5.3,5907
1205866,tt8372298,6.5,23544
1205889,tt8372638,4.3,210
1205892,tt8372656,6.5,8
1205923,tt8373010,3.0,252
1205963,tt8373650,7.6,9
1206018,tt8374200,2.5,149
1206032,tt8374436,5.9,1532
1206042,tt8374772,9.1,11
1206052,tt8375760,5.4,21
1206056,tt8375936,1.4,248
1206069,tt8376234,6.2,11519
1206077,tt8376682,8.7,237
1206082,tt8376986,5.4,280
1206085,tt8377070,7.0,23
1206114,tt8377698,6.7,21
1206116,tt8377736,3.4,1025
1206140,tt8378126,7.1,11398
1206174,tt8380192,6.4,70
1206181,tt8380458,7.5,19
1206199,tt8380776,4.6,5300
1206284,tt8383028,6.9,12
1206289,tt8383538,5.6,325
1206290,tt8383596,6.8,217
1206292,tt8383656,6.1,199
1206295,tt8383694,5.0,638
1206328,tt8385148,6.1,90339
1206344,tt8385354,5.4,9
1206345,tt8385384,5.0,625
1206347,tt8385420,6.5,6052
1206350,tt8385474,7.4,24712
1206366,tt8385976,4.7,58
1206368,tt8386182,7.2,96
1206373,tt8386446,5.7,84
1206374,tt8386480,8.0,5
1206379,tt8386654,5.3,1593
1206384,tt8386710,6.0,107
1206396,tt8386898,6.1,2352
1206398,tt8386910,6.7,6
1206399,tt8386958,5.9,1593
1206417,tt8387464,4.0,1853
1206424,tt8387852,6.9,97
1206426,tt8387904,3.6,10
1206427,tt8387918,6.6,848
1206438,tt8388508,7.3,8731
1206465,tt8389528,5.1,98
1206466,tt8389530,7.2,33
1206469,tt8389598,3.2,55
1206472,tt8389836,3.4,13
1206488,tt8390134,7.1,109
1206516,tt8390370,3.6,18
1206528,tt8390458,6.5,89
1206535,tt8390612,6.5,1322
1206536,tt8390616,6.5,134
1206559,tt8391044,6.3,629
1206586,tt8391548,4.1,85
1206597,tt8391976,7.2,1596
1206624,tt8393332,5.3,5407
1206653,tt8394314,4.5,1429
1206680,tt8394576,7.8,11
1206698,tt8395214,3.7,135
1206703,tt8395326,4.8,122
1206723,tt8395656,5.4,8
1206747,tt8396128,7.2,4228
1206748,tt8396130,6.0,59
1206754,tt8396182,7.1,184
1206755,tt8396186,2.7,344
1206756,tt8396188,4.8,1065
1206758,tt8396210,7.4,840
1206765,tt8396238,8.3,1546
1206770,tt8396272,5.1,168
1206772,tt8396294,4.9,1987
1206796,tt8396480,6.9,783
1206797,tt8396486,5.9,31
1206831,tt8398244,4.8,44
1206832,tt8398386,6.0,11
1206860,tt8398768,5.8,637
1206861,tt8398892,3.9,377
1206862,tt8398908,6.6,121
1206863,tt8398928,4.0,1613
1206866,tt8399088,5.5,442
1206869,tt8399288,6.6,7665
1206896,tt8399650,3.6,18
1206897,tt8399664,7.2,16152
1206899,tt8399698,4.5,34
1206905,tt8399776,7.0,10
1206926,tt8400416,6.7,194
1206930,tt8400458,6.8,11
1206938,tt8400758,4.4,11589
1206958,tt8400850,6.3,81
1206959,tt8400856,4.9,363
1206982,tt8401820,2.7,570
1206999,tt8403038,7.0,536
1207047,tt8404256,5.3,38076
1207048,tt8404272,6.4,1087
1207060,tt8404588,5.2,51
1207061,tt8404614,7.6,123053
1207062,tt8404624,6.1,71
1207067,tt8404998,8.1,97
1207075,tt8405634,5.8,27
1207077,tt8405708,6.5,31
1207083,tt8405810,6.7,2095
1207084,tt8405848,5.8,106
1207118,tt8406660,4.3,4963
1207121,tt8406738,6.4,2750
1207122,tt8406744,6.8,1374
1207123,tt8406750,5.8,178
1207156,tt8407508,6.6,20
1207194,tt8408218,5.3,1825
1207258,tt8409498,7.4,354
1207290,tt8410272,5.9,73
1207301,tt8411144,6.2,5881
1207304,tt8411512,5.7,23
1207317,tt8411990,5.1,155
1207363,tt8413040,5.1,96
1207369,tt8413192,6.4,196
1207370,tt8413220,5.0,252
1207381,tt8413338,8.5,14818
1207399,tt8413518,6.8,17
1207404,tt8413566,5.1,129
1207408,tt8413666,6.5,147
1207410,tt8413700,7.2,7
1207453,tt8414126,5.7,234
1207457,tt8414224,4.5,605
1207500,tt8415352,2.4,1732
1207504,tt8415544,6.3,135
1207513,tt8415728,6.2,274
1207523,tt8415832,5.8,177
1207524,tt8415852,6.2,18
1207536,tt8415986,6.0,335
1207539,tt8416316,5.3,143
1207591,tt8417346,9.3,13
1207595,tt8417466,4.6,638
1207665,tt8418652,5.6,1084
1207672,tt8419052,6.1,97
1207683,tt8419594,5.4,1161
1207702,tt8420390,6.5,6
1207712,tt8420530,7.1,25
1207721,tt8420672,3.9,916
1207723,tt8420768,7.0,33
1207727,tt8420952,4.3,495
1207733,tt8421056,5.6,101
1207740,tt8421156,2.5,43
1207758,tt8421260,6.8,160
1207773,tt8421518,5.4,740
1207799,tt8421698,5.3,81
1207804,tt8421806,7.3,96
1207813,tt8422108,8.1,15
1207817,tt8422146,5.3,510
1207830,tt8422628,3.1,201
1207841,tt8422726,5.9,282
1207859,tt8423160,6.2,14
1207887,tt8423962,6.8,800
1207917,tt8424638,3.5,275
1207919,tt8424862,6.6,72
1207947,tt8425034,4.6,1126
1207980,tt8425332,4.4,16
1208007,tt8425648,3.9,109
1208049,tt8426154,8.5,31
1208051,tt8426182,2.7,407
1208056,tt8426594,5.6,8371
1208065,tt8426800,5.1,57
1208066,tt8426808,5.3,46
1208067,tt8426828,2.4,90
1208068,tt8426838,1.4,138
1208070,tt8426854,6.0,2819
1208079,tt8426964,4.3,511
1208082,tt8427036,5.4,1174
1208101,tt8427416,5.8,299
1208134,tt8427854,6.6,54
1208150,tt8428550,8.7,39
1208164,tt8428900,7.1,11
1208182,tt8429394,4.6,608
1208211,tt8430018,5.8,13
1208231,tt8430326,6.9,31
1208243,tt8430598,6.1,11598
1208247,tt8430676,4.3,152
1208268,tt8430960,4.1,78
1208272,tt8431078,4.4,2938
1208319,tt8431834,4.6,14
1208335,tt8432066,6.5,68
1208355,tt8432678,5.8,8
1208358,tt8432890,6.9,52
1208360,tt8433082,3.2,47
1208363,tt8433210,5.8,11686
1208378,tt8433786,4.3,216
1208406,tt8434110,6.8,1451
1208407,tt8434152,6.8,769
1208416,tt8434380,6.3,2198
1208458,tt8435002,4.1,7525
1208467,tt8435268,6.1,2025
1208470,tt8435308,6.1,1256
1208472,tt8435324,6.3,661
1208485,tt8435892,6.5,1342
1208487,tt8435932,5.7,282
1208488,tt8436026,7.2,6320
1208499,tt8437226,5.5,502
1208584,tt8439750,8.0,5
1208593,tt8439854,6.4,10976
1208594,tt8439860,6.8,1420
1208597,tt8439922,5.7,329
1208598,tt8439934,4.2,2491
1208633,tt8442226,7.1,30
1208639,tt8442402,7.2,103
1208647,tt8442644,6.0,14691
1208683,tt8443432,5.9,304
1208684,tt8443434,2.6,11
1208685,tt8443556,3.8,158
1208687,tt8443604,6.6,15
1208689,tt8443702,5.6,12
1208690,tt8443704,7.3,6407
1208691,tt8443724,7.5,138
1208695,tt8443810,6.2,701
1208700,tt8443874,8.6,30
1208719,tt8444450,3.4,1182
1208722,tt8444480,4.5,81
1208729,tt8444572,7.2,56
1208741,tt8444952,6.4,86
1208749,tt8445700,5.2,172
1208777,tt8446672,6.2,22
1208782,tt8446886,6.9,309
1208796,tt8446958,8.2,22
1208802,tt8447162,6.5,48
1208803,tt8447170,4.9,729
1208830,tt8447554,3.0,271
1208841,tt8447824,3.1,79
1208862,tt8448426,6.1,707
1208908,tt8449092,6.9,580
1208917,tt8449154,5.5,3632
1209076,tt8451712,5.6,559
1209080,tt8451744,6.6,25
1209105,tt8451938,5.5,154
1209106,tt8451954,9.3,36
1209115,tt8452136,5.8,994
1209138,tt8452422,6.4,276
1209165,tt8452666,3.9,110
1209185,tt8453078,6.8,303
1209214,tt8453942,7.0,18
1209215,tt8453986,7.2,3063
1209260,tt8456098,6.4,12467
1209264,tt8456190,5.5,1416
1209273,tt8456398,9.1,30
1209284,tt8456568,4.8,219
1209286,tt8456656,2.6,131
1209287,tt8456680,4.6,399
1209290,tt8456696,5.0,215
1209374,tt8457796,8.0,7
1209422,tt8458202,6.7,2524
1209427,tt8458534,3.7,589
1209428,tt8458582,6.8,1266
1209433,tt8458718,7.1,3291
1209434,tt8458736,6.4,1379
1209447,tt8458832,6.2,81
1209468,tt8459250,7.1,2283
1209476,tt8459444,4.5,342
1209502,tt8461042,5.6,174
1209503,tt8461048,4.2,40
1209507,tt8461156,5.8,131
1209514,tt8461224,4.8,13539
1209528,tt8461330,7.0,59
1209559,tt8461956,6.3,44
1209560,tt8461958,7.1,1012
1209581,tt8462814,6.4,782
1209582,tt8462858,6.2,581
1209600,tt8463258,5.7,193
1209613,tt8463428,5.4,25
1209623,tt8463628,4.7,130
1209658,tt8464364,3.9,2844
1209662,tt8464600,4.6,58
1209697,tt8466044,7.0,25
1209718,tt8466482,6.5,415
1209722,tt8466528,8.0,8
1209743,tt8466970,5.8,53
1209773,tt8467658,5.9,406
1209785,tt8468004,5.6,28
1209822,tt8469890,4.7,272
1209845,tt8470380,5.1,43
1209851,tt8470448,5.9,104
1209853,tt8470494,6.6,113
1209867,tt8470668,2.6,122
1209887,tt8471116,5.8,539
1209911,tt8472964,7.7,4609
1209917,tt8473532,5.7,59
1209924,tt8473642,6.1,173
1209947,tt8474040,4.5,52
1209950,tt8474090,3.4,55
1209954,tt8474184,5.7,190
1209957,tt8474284,5.7,26
1209959,tt8474326,5.0,6
1210009,tt8475990,3.4,122
1210017,tt8476114,6.4,7
1210020,tt8476174,4.8,316
1210033,tt8476998,6.8,1569
1210034,tt8477134,6.0,688
1210037,tt8477336,6.5,332
1210046,tt8477710,6.2,25
1210061,tt8478058,7.4,8
1210072,tt8478554,7.0,1443
1210073,tt8478602,5.0,4251
1210086,tt8479092,5.5,44
1210103,tt8479346,5.1,3047
